sex,age,educ,hours,income_more_50K
 Male,36,14,45,1
 Male,26,10,50,0
 Female,32,13,20,1
 Female,40,10,40,0
 Male,32,9,40,0
 Female,21,10,40,0
 Male,59,10,40,0
 Female,29,9,40,0
 Male,29,10,48,0
 Male,59,14,80,1
 Male,58,9,40,1
 Male,47,9,45,0
 Female,44,9,45,0
 Male,31,9,40,0
 Male,42,9,35,0
 Male,19,9,25,0
 Male,66,9,50,0
 Male,41,9,45,0
 Female,22,10,30,0
 Female,31,9,30,0
 Male,30,13,40,0
 Female,36,9,16,0
 Male,75,16,40,0
 Female,41,12,36,0
 Male,19,10,20,0
 Male,60,9,40,0
 Male,24,7,40,0
 Male,25,7,40,0
 Female,52,10,50,0
 Female,30,13,45,0
 Male,37,9,40,1
 Female,55,16,30,0
 Female,20,10,24,0
 Female,32,4,15,0
 Male,18,9,35,0
 Male,24,10,40,0
 Male,33,10,45,0
 Female,76,10,40,0
 Male,57,14,14,1
 Female,53,14,38,0
 Female,19,9,40,0
 Male,50,15,40,1
 Male,27,13,50,0
 Female,40,11,60,0
 Male,26,6,40,0
 Male,47,9,55,0
 Male,39,11,50,0
 Male,49,10,40,0
 Male,28,10,7,0
 Female,33,10,30,0
 Male,50,13,40,1
 Male,28,7,50,0
 Male,30,9,40,0
 Male,47,14,50,1
 Male,39,13,40,1
 Male,37,9,50,0
 Male,50,9,80,0
 Male,37,6,40,0
 Male,26,9,40,1
 Male,55,11,40,1
 Male,46,13,40,1
 Male,32,9,60,0
 Male,26,13,45,1
 Male,32,9,40,1
 Female,43,10,40,0
 Female,19,9,40,0
 Female,38,9,75,0
 Male,38,3,40,0
 Female,65,11,40,0
 Male,70,10,40,1
 Female,48,9,25,0
 Female,44,13,7,0
 Male,32,10,50,0
 Female,30,9,40,0
 Male,49,12,60,1
 Female,23,9,40,0
 Male,25,10,16,0
 Female,19,10,15,0
 Male,27,11,40,0
 Male,43,9,60,0
 Male,38,9,50,0
 Male,42,14,60,0
 Male,33,13,38,0
 Male,30,13,40,1
 Male,29,13,40,0
 Male,30,7,40,0
 Male,26,9,40,0
 Male,43,13,40,1
 Female,30,9,45,0
 Male,38,10,40,1
 Male,48,14,40,1
 Male,57,13,55,1
 Female,30,9,30,0
 Male,42,14,45,1
 Male,31,9,70,0
 Male,32,10,40,0
 Male,28,13,40,0
 Male,63,9,40,0
 Male,32,9,40,0
 Male,20,10,12,0
 Female,51,14,30,1
 Male,36,13,20,0
 Male,24,10,40,0
 Female,41,11,44,0
 Male,21,9,40,0
 Male,27,10,45,0
 Male,17,5,35,0
 Female,45,2,40,0
 Female,39,9,35,0
 Female,21,10,4,0
 Male,29,13,45,1
 Male,39,14,45,1
 Male,42,9,40,0
 Male,22,3,40,0
 Female,21,10,40,0
 Female,59,9,40,0
 Male,40,14,65,1
 Female,45,10,40,0
 Male,35,9,50,0
 Male,58,9,20,0
 Male,45,10,40,1
 Male,29,9,45,0
 Male,21,7,45,0
 Male,51,9,40,0
 Female,34,10,40,0
 Female,40,13,35,0
 Female,45,7,16,0
 Male,38,6,40,1
 Female,22,13,40,0
 Male,37,5,40,0
 Female,62,6,40,0
 Female,32,13,60,0
 Female,36,13,4,1
 Male,43,9,40,0
 Male,37,9,40,0
 Female,33,13,40,0
 Male,28,9,55,0
 Female,49,10,28,0
 Female,47,9,7,1
 Female,59,9,40,0
 Male,35,9,40,0
 Male,35,13,40,0
 Male,29,13,40,0
 Female,57,12,40,0
 Male,41,13,60,1
 Male,37,14,45,1
 Male,20,10,40,0
 Male,44,9,60,0
 Female,20,9,30,0
 Female,38,13,28,1
 Male,23,9,40,0
 Female,24,9,36,0
 Male,46,13,40,1
 Male,32,9,40,0
 Male,21,9,40,0
 Male,32,10,40,0
 Male,41,10,45,0
 Male,51,9,40,0
 Male,69,4,10,0
 Male,39,9,50,1
 Male,43,10,40,0
 Male,51,13,40,1
 Male,43,9,40,0
 Female,35,7,84,0
 Male,32,9,40,0
 Female,25,13,21,0
 Female,64,10,40,0
 Female,28,13,40,0
 Male,44,2,40,0
 Male,40,13,40,1
 Male,21,10,40,0
 Male,23,9,40,0
 Female,23,10,20,0
 Male,19,9,40,0
 Male,61,10,25,0
 Male,47,4,40,0
 Male,39,6,45,0
 Female,51,9,40,1
 Male,25,6,40,0
 Male,33,9,45,0
 Female,34,10,38,0
 Male,54,10,50,0
 Female,24,13,40,0
 Male,28,9,50,0
 Male,33,10,44,0
 Male,63,9,14,0
 Male,31,9,60,1
 Male,70,9,16,0
 Female,43,9,40,0
 Female,36,10,12,1
 Male,50,7,40,0
 Female,21,10,30,0
 Female,31,10,40,0
 Female,19,10,30,0
 Female,39,10,35,0
 Female,29,4,40,0
 Male,39,10,40,0
 Male,17,4,40,0
 Female,46,10,40,0
 Male,62,9,40,0
 Female,32,6,23,0
 Female,28,9,40,0
 Female,19,10,40,0
 Male,61,16,40,0
 Male,18,10,25,0
 Male,39,15,50,1
 Male,24,13,45,0
 Male,38,10,41,0
 Male,38,14,40,1
 Male,17,6,20,0
 Male,28,9,40,0
 Male,52,9,8,0
 Male,61,15,20,1
 Male,69,3,40,0
 Female,19,9,25,0
 Male,26,10,40,1
 Male,34,10,40,1
 Female,70,5,40,0
 Female,21,9,25,0
 Male,43,9,44,0
 Male,52,9,40,0
 Male,59,9,40,1
 Female,21,11,40,0
 Male,53,14,40,1
 Male,55,10,40,1
 Male,46,14,60,1
 Female,36,9,37,0
 Male,39,9,48,0
 Male,78,13,3,0
 Female,30,9,30,0
 Female,22,10,16,0
 Male,43,13,40,1
 Male,36,9,56,0
 Male,36,13,40,1
 Female,50,9,40,0
 Female,27,13,35,0
 Male,46,9,40,1
 Male,24,13,20,0
 Male,41,9,40,0
 Male,68,9,24,0
 Male,38,10,40,0
 Male,47,9,40,1
 Male,41,10,20,0
 Female,31,16,48,0
 Male,29,10,42,0
 Female,26,9,40,0
 Female,51,10,36,0
 Male,26,13,60,0
 Female,27,13,60,0
 Male,36,9,50,0
 Female,28,13,40,0
 Female,53,13,40,0
 Male,40,13,40,0
 Female,38,9,20,0
 Male,21,4,40,0
 Male,53,6,34,0
 Male,34,9,40,0
 Male,43,9,60,0
 Male,64,6,40,0
 Female,21,10,40,0
 Male,25,13,13,0
 Female,38,15,57,1
 Male,47,14,50,1
 Male,48,16,40,1
 Male,57,9,50,0
 Female,37,13,35,0
 Male,37,7,40,0
 Male,51,9,55,1
 Female,32,12,40,0
 Male,49,9,40,0
 Male,52,9,14,0
 Male,64,12,45,1
 Female,46,9,45,0
 Male,24,10,40,0
 Male,39,13,45,1
 Female,23,9,40,0
 Male,30,10,44,0
 Female,34,14,60,1
 Male,30,10,40,0
 Female,25,13,40,0
 Male,58,13,40,0
 Male,32,10,50,0
 Female,37,9,25,0
 Female,35,9,40,0
 Male,18,3,30,0
 Female,46,13,40,0
 Male,71,13,45,1
 Female,44,6,40,0
 Female,45,6,40,0
 Male,40,8,40,1
 Male,38,13,50,1
 Female,52,9,40,0
 Male,47,9,40,0
 Female,49,13,35,0
 Male,59,9,40,0
 Female,22,11,37,0
 Male,44,10,40,1
 Female,76,13,20,0
 Male,50,6,40,0
 Male,33,10,40,0
 Male,43,9,48,1
 Female,27,9,40,1
 Male,37,9,40,0
 Male,40,7,55,0
 Female,49,10,40,0
 Male,48,10,45,0
 Female,49,9,40,0
 Male,22,10,40,0
 Female,42,9,40,0
 Female,36,10,40,0
 Male,57,10,50,0
 Female,30,9,40,0
 Male,40,9,40,0
 Male,42,9,45,0
 Male,56,9,40,1
 Female,55,10,40,0
 Male,25,9,40,0
 Male,52,9,40,0
 Female,33,10,35,0
 Male,55,9,40,0
 Male,47,13,60,1
 Female,23,12,65,0
 Female,55,13,50,0
 Female,43,9,50,0
 Male,31,11,50,0
 Female,62,12,40,0
 Male,42,9,8,0
 Male,38,9,40,1
 Male,29,9,42,0
 Male,26,10,60,0
 Female,26,9,52,1
 Male,37,9,72,0
 Male,79,8,45,1
 Male,61,4,48,0
 Female,28,4,99,0
 Male,60,13,60,1
 Male,51,9,81,0
 Male,34,9,43,1
 Male,35,9,40,0
 Male,27,6,60,0
 Female,44,9,40,0
 Female,25,9,20,0
 Female,32,4,40,0
 Male,36,10,20,1
 Male,27,14,30,0
 Male,40,16,60,1
 Male,43,10,40,1
 Male,25,13,40,0
 Male,41,9,50,0
 Male,30,13,45,1
 Male,26,13,45,1
 Male,52,7,40,0
 Female,32,13,45,0
 Male,33,9,40,0
 Male,35,9,55,0
 Female,48,9,44,0
 Male,62,4,5,0
 Female,40,12,2,0
 Female,41,10,20,0
 Female,28,3,40,0
 Female,23,10,30,0
 Male,50,13,40,1
 Female,51,10,35,0
 Male,63,10,48,0
 Female,63,9,40,0
 Male,40,9,60,1
 Female,20,7,40,0
 Male,61,10,30,1
 Male,40,9,40,0
 Female,41,13,15,1
 Male,41,13,40,0
 Female,27,13,24,1
 Female,20,10,15,0
 Male,28,13,40,1
 Male,35,9,40,0
 Male,31,13,40,0
 Male,34,13,50,1
 Male,57,14,50,1
 Female,28,9,40,0
 Male,38,10,40,1
 Male,37,11,40,0
 Female,43,10,40,0
 Male,26,9,40,0
 Male,26,10,65,0
 Male,27,11,50,0
 Male,33,13,45,0
 Female,45,13,40,0
 Male,65,13,20,0
 Male,57,10,45,1
 Female,59,9,38,0
 Male,18,10,26,0
 Male,44,8,40,0
 Male,37,10,40,0
 Male,27,9,40,0
 Female,43,13,45,1
 Male,59,15,40,1
 Male,19,9,40,0
 Male,36,9,90,0
 Male,68,10,40,1
 Female,63,7,30,0
 Male,37,10,57,0
 Female,46,14,60,0
 Female,31,12,35,0
 Male,23,9,40,0
 Male,22,10,30,0
 Male,49,9,44,0
 Female,36,9,40,0
 Male,38,10,50,0
 Male,46,14,45,1
 Female,24,12,40,0
 Female,26,13,40,0
 Female,47,4,40,0
 Male,40,10,40,1
 Female,31,14,50,0
 Male,42,3,35,0
 Male,48,11,70,1
 Female,56,10,38,0
 Male,50,9,40,1
 Male,17,6,20,0
 Male,21,9,25,0
 Female,50,9,40,0
 Female,49,9,32,0
 Female,34,9,15,0
 Male,32,9,60,1
 Male,28,10,40,1
 Male,62,13,50,1
 Male,23,13,15,0
 Female,24,14,40,0
 Female,31,11,40,0
 Male,36,9,40,0
 Female,58,12,35,0
 Female,46,3,40,0
 Male,39,14,40,1
 Female,48,9,18,0
 Male,21,9,42,0
 Male,39,9,40,0
 Female,21,10,35,0
 Male,33,11,40,1
 Male,37,9,50,1
 Female,29,9,40,0
 Female,30,13,40,1
 Female,43,9,40,0
 Male,22,9,40,0
 Female,25,14,40,1
 Male,69,10,40,0
 Female,17,7,25,0
 Male,18,7,12,0
 Female,54,9,40,0
 Male,65,9,45,0
 Male,28,8,40,0
 Female,27,11,38,0
 Male,35,12,45,1
 Female,38,11,40,1
 Male,33,9,40,0
 Male,26,9,40,0
 Female,56,10,60,1
 Male,38,13,70,1
 Female,51,10,60,0
 Female,26,10,50,0
 Male,33,13,55,1
 Male,44,4,50,0
 Female,36,5,40,0
 Male,42,10,40,0
 Male,44,12,40,0
 Male,44,13,55,1
 Female,21,10,20,0
 Male,41,10,50,1
 Male,41,16,50,1
 Male,62,11,50,1
 Male,27,7,45,0
 Male,38,13,40,1
 Female,60,10,30,0
 Male,24,8,40,0
 Male,24,9,40,0
 Male,22,9,40,0
 Female,32,10,40,0
 Male,22,2,24,0
 Male,51,13,40,0
 Male,31,14,48,1
 Male,42,15,55,1
 Female,48,12,40,1
 Male,49,9,43,1
 Female,37,13,42,0
 Male,37,15,45,1
 Male,66,13,40,1
 Female,18,9,24,0
 Female,46,11,40,0
 Male,52,9,40,1
 Male,23,9,40,0
 Male,67,9,38,1
 Female,19,10,25,0
 Female,37,13,45,0
 Male,42,9,60,1
 Male,39,10,40,0
 Male,54,9,40,1
 Male,46,9,40,0
 Female,47,9,32,0
 Female,33,9,40,0
 Female,69,10,14,0
 Male,21,10,40,0
 Male,27,9,48,0
 Male,39,9,40,1
 Male,23,10,40,0
 Female,26,11,36,0
 Female,42,16,40,0
 Male,36,9,40,0
 Male,24,9,40,0
 Male,35,5,40,0
 Female,42,9,40,0
 Male,37,11,44,1
 Male,41,16,50,1
 Female,27,11,40,0
 Male,42,15,50,1
 Female,44,13,16,1
 Female,18,9,16,0
 Male,41,13,40,1
 Male,31,9,40,0
 Male,26,10,40,0
 Female,67,2,34,0
 Male,37,10,60,1
 Male,51,9,40,0
 Male,26,10,40,0
 Male,40,12,40,1
 Male,25,9,40,0
 Male,38,11,40,1
 Male,43,9,40,0
 Female,23,10,40,0
 Male,44,13,50,1
 Female,60,14,25,0
 Female,38,14,55,0
 Male,21,10,20,0
 Female,18,10,25,0
 Female,49,13,60,1
 Female,43,3,40,0
 Female,26,7,65,0
 Male,36,9,25,1
 Female,31,9,35,1
 Female,38,9,40,0
 Male,43,10,84,0
 Female,58,9,35,0
 Female,55,9,29,0
 Female,39,12,35,0
 Female,38,13,35,0
 Male,54,9,35,0
 Male,57,15,40,0
 Male,35,12,52,0
 Male,44,15,60,1
 Male,36,9,40,0
 Male,58,9,40,0
 Female,39,10,40,0
 Female,25,15,8,0
 Male,54,13,40,0
 Female,23,13,40,0
 Male,37,10,60,0
 Male,60,12,40,0
 Female,66,4,20,0
 Male,36,12,50,0
 Male,29,9,50,1
 Female,29,13,40,0
 Female,25,13,44,0
 Female,62,9,25,0
 Male,23,10,40,0
 Male,38,9,40,0
 Male,33,10,50,1
 Male,49,10,60,0
 Male,57,9,60,1
 Male,57,13,45,0
 Female,46,10,45,0
 Male,37,14,70,1
 Male,43,13,45,1
 Female,26,9,35,0
 Female,40,11,40,0
 Male,39,9,40,0
 Female,39,12,40,0
 Male,31,10,40,0
 Male,31,13,36,0
 Female,27,13,40,0
 Male,36,13,50,0
 Female,40,13,40,1
 Male,57,9,40,0
 Female,24,9,35,0
 Male,30,10,45,0
 Male,28,8,50,0
 Male,22,13,40,0
 Male,31,4,50,0
 Male,33,9,44,1
 Male,20,10,15,0
 Male,25,8,60,0
 Male,49,10,40,0
 Female,21,9,35,0
 Male,45,13,45,1
 Male,36,9,45,1
 Female,41,3,32,0
 Male,23,13,12,0
 Male,47,13,50,1
 Male,41,9,50,0
 Female,30,9,40,0
 Male,29,10,40,0
 Female,31,4,40,0
 Male,64,5,50,0
 Male,55,5,40,0
 Male,19,9,35,0
 Female,31,8,40,1
 Male,18,7,8,0
 Female,68,9,24,0
 Male,50,10,40,0
 Female,36,10,48,0
 Male,44,15,50,1
 Female,58,9,20,1
 Female,20,9,20,0
 Male,18,6,40,0
 Female,32,9,30,0
 Female,49,9,40,0
 Male,34,9,40,0
 Female,22,9,40,0
 Male,40,9,45,0
 Male,35,9,40,0
 Male,26,10,50,0
 Male,44,8,60,0
 Female,55,9,60,0
 Male,21,11,40,0
 Female,54,10,40,0
 Female,39,10,44,0
 Male,52,9,38,0
 Male,57,13,50,1
 Female,67,4,35,0
 Female,58,9,40,0
 Male,27,10,16,0
 Male,66,9,15,0
 Male,41,10,40,0
 Female,18,7,16,0
 Male,58,9,52,1
 Male,50,3,37,0
 Male,31,10,40,0
 Male,32,6,40,0
 Male,37,10,45,0
 Male,26,13,20,0
 Male,33,11,50,0
 Female,35,9,40,0
 Female,44,13,45,0
 Male,26,13,40,0
 Male,48,9,40,0
 Male,40,13,40,0
 Male,62,6,35,0
 Male,37,15,45,1
 Male,18,7,18,0
 Female,48,9,38,0
 Male,45,14,50,0
 Male,35,10,45,0
 Male,35,9,40,0
 Male,34,9,51,0
 Female,29,9,40,0
 Male,19,10,30,0
 Male,53,10,60,0
 Male,49,10,40,0
 Female,71,9,16,0
 Male,38,4,36,0
 Male,39,14,45,0
 Female,23,13,40,0
 Male,29,13,50,1
 Male,52,3,40,0
 Female,41,10,40,1
 Male,20,10,35,0
 Male,30,10,45,0
 Female,56,6,36,0
 Female,26,9,40,0
 Female,36,9,40,0
 Female,26,13,42,0
 Male,58,12,40,1
 Male,24,13,40,0
 Female,41,10,32,0
 Male,27,10,35,0
 Male,28,10,40,0
 Male,57,9,40,0
 Female,21,10,20,0
 Male,50,9,40,0
 Male,27,9,40,0
 Female,58,13,60,0
 Male,27,13,50,0
 Female,36,9,17,0
 Male,68,13,40,1
 Female,33,9,40,0
 Female,19,10,18,0
 Female,26,9,40,0
 Female,37,9,30,0
 Male,53,9,45,0
 Male,32,10,38,0
 Female,18,7,25,0
 Male,53,9,40,1
 Male,40,13,40,0
 Female,50,10,40,0
 Female,43,13,50,1
 Male,60,13,46,1
 Female,28,9,40,0
 Male,34,9,45,0
 Male,37,9,40,0
 Male,25,9,40,0
 Male,46,14,65,1
 Male,21,7,40,0
 Female,26,13,45,0
 Female,47,9,40,0
 Male,18,8,20,0
 Female,22,13,16,0
 Female,36,10,30,0
 Male,59,9,48,0
 Female,33,9,38,0
 Male,33,6,35,0
 Female,53,13,50,0
 Male,44,10,40,0
 Male,55,9,50,0
 Male,56,9,50,0
 Female,54,10,35,0
 Male,51,9,40,0
 Female,31,10,38,0
 Male,43,14,50,1
 Female,44,9,40,0
 Male,22,10,50,0
 Male,43,9,40,0
 Female,26,12,40,0
 Male,30,13,18,0
 Male,30,5,40,0
 Male,46,9,15,0
 Male,27,13,50,0
 Male,26,9,50,0
 Male,36,13,40,1
 Male,25,9,35,0
 Female,30,15,40,0
 Male,46,9,40,1
 Female,47,10,48,1
 Male,66,13,26,1
 Male,43,6,40,0
 Female,71,9,20,0
 Male,36,13,55,1
 Male,46,9,40,0
 Female,44,10,15,0
 Male,42,16,50,0
 Male,39,13,45,1
 Male,36,12,50,1
 Male,60,13,45,1
 Male,37,10,50,1
 Male,26,13,20,0
 Female,24,13,30,0
 Male,17,7,18,0
 Female,45,14,35,0
 Male,54,10,48,1
 Female,22,10,30,0
 Male,63,14,48,0
 Male,22,9,43,0
 Male,27,10,25,0
 Male,33,5,33,0
 Female,64,13,30,0
 Male,50,12,50,1
 Female,44,11,40,0
 Male,31,9,50,0
 Female,44,9,40,0
 Male,53,6,35,0
 Female,33,9,40,0
 Male,34,8,40,0
 Male,27,9,70,0
 Female,43,11,36,0
 Male,80,9,20,0
 Female,31,12,32,0
 Male,40,9,40,1
 Male,53,13,40,0
 Male,58,9,44,0
 Male,38,10,40,1
 Male,33,15,40,1
 Male,48,13,60,1
 Female,23,10,40,0
 Male,31,9,50,0
 Male,52,14,70,0
 Male,24,9,40,0
 Male,45,5,40,0
 Female,36,9,40,1
 Female,52,3,40,0
 Male,54,9,40,0
 Male,39,15,55,1
 Male,40,13,50,1
 Male,28,9,50,0
 Male,21,10,16,0
 Female,23,10,40,0
 Male,36,4,40,0
 Female,22,10,15,0
 Male,55,14,50,0
 Male,71,9,17,0
 Male,47,16,60,1
 Male,17,6,12,0
 Female,31,13,50,1
 Male,32,10,40,0
 Male,46,10,40,1
 Female,27,13,40,0
 Male,39,10,50,1
 Female,40,9,48,0
 Female,30,9,30,0
 Male,17,5,20,0
 Male,33,14,40,0
 Male,72,16,30,0
 Female,34,10,40,1
 Male,65,9,40,0
 Male,36,13,50,1
 Male,32,9,40,0
 Male,26,10,40,0
 Male,22,9,40,0
 Male,47,15,48,1
 Male,31,10,40,0
 Male,28,13,50,0
 Female,38,14,50,1
 Male,34,12,28,0
 Male,44,13,35,1
 Male,27,10,40,0
 Male,50,13,44,1
 Female,47,9,30,0
 Male,20,10,40,0
 Male,24,9,38,0
 Male,29,10,40,1
 Female,37,11,32,0
 Male,42,12,40,0
 Male,20,10,20,0
 Female,68,10,40,0
 Female,22,10,40,0
 Male,72,9,30,0
 Male,45,10,20,0
 Male,30,9,40,0
 Male,33,9,40,0
 Male,43,9,40,1
 Male,56,10,60,0
 Male,25,11,40,0
 Female,41,9,40,0
 Female,25,13,37,0
 Male,31,12,40,1
 Male,36,9,38,0
 Male,37,13,40,1
 Male,58,9,20,0
 Female,26,13,40,0
 Male,55,10,50,1
 Male,46,10,48,1
 Female,44,13,20,0
 Male,44,7,60,0
 Male,28,13,55,0
 Male,42,6,50,0
 Male,41,9,40,0
 Male,39,13,45,0
 Male,64,11,30,0
 Male,20,10,25,0
 Male,45,10,40,1
 Male,31,9,50,0
 Male,36,14,40,1
 Female,32,5,40,0
 Male,33,11,65,0
 Female,51,9,35,1
 Male,36,9,40,0
 Male,40,9,40,0
 Male,44,11,51,1
 Female,40,9,45,0
 Female,46,11,40,0
 Male,31,15,60,1
 Female,30,9,40,0
 Male,26,9,40,0
 Male,25,13,40,0
 Male,35,12,40,0
 Male,29,15,50,0
 Male,39,12,40,0
 Male,44,10,40,0
 Male,37,9,60,1
 Male,79,11,20,1
 Male,36,13,45,1
 Male,44,10,60,1
 Male,23,9,30,0
 Female,27,13,45,0
 Male,46,13,40,1
 Male,58,9,40,0
 Male,36,12,48,0
 Male,36,9,60,1
 Male,21,10,45,0
 Female,41,9,40,1
 Male,49,9,40,0
 Female,34,13,40,1
 Male,29,9,35,0
 Male,63,13,50,1
 Female,29,13,40,0
 Male,65,10,40,0
 Female,26,13,25,0
 Male,42,16,40,1
 Female,44,10,37,0
 Male,51,9,6,0
 Male,41,9,25,0
 Female,22,12,35,0
 Female,36,10,25,0
 Male,18,7,40,0
 Male,33,6,40,0
 Male,46,13,38,1
 Female,49,7,40,0
 Female,41,9,40,0
 Female,52,10,40,0
 Male,40,10,40,0
 Female,53,10,40,0
 Male,45,9,50,0
 Male,30,6,40,0
 Male,56,9,40,0
 Male,24,9,40,0
 Male,71,4,50,0
 Female,20,9,30,0
 Male,26,13,50,0
 Male,34,9,65,0
 Female,36,5,40,0
 Female,49,9,60,0
 Male,48,16,50,1
 Female,22,9,40,0
 Male,30,10,40,0
 Male,51,9,40,0
 Female,46,10,40,0
 Male,32,9,45,0
 Female,42,15,40,1
 Male,52,10,50,0
 Female,57,9,40,0
 Female,35,10,39,0
 Male,52,14,50,1
 Female,59,5,12,0
 Female,36,10,40,0
 Male,33,10,40,1
 Male,67,9,20,0
 Male,31,10,48,0
 Male,31,9,50,0
 Male,28,10,42,0
 Female,72,4,20,0
 Male,36,9,40,0
 Male,58,9,35,1
 Male,56,9,40,0
 Male,35,10,40,0
 Male,37,11,40,1
 Female,44,13,40,0
 Male,26,9,40,0
 Male,51,9,40,0
 Male,31,10,50,1
 Female,30,10,40,0
 Female,20,10,40,0
 Female,21,10,40,0
 Male,37,13,50,1
 Male,53,11,40,1
 Male,54,9,45,0
 Female,32,13,32,0
 Female,34,10,6,1
 Male,30,13,50,1
 Female,43,9,40,0
 Female,48,11,40,0
 Male,42,13,48,0
 Male,62,9,40,0
 Male,31,9,40,0
 Male,22,9,60,0
 Male,45,13,32,0
 Male,34,10,45,0
 Male,64,9,20,0
 Male,42,13,65,0
 Male,60,9,70,0
 Male,44,9,58,0
 Male,67,4,4,0
 Female,45,12,40,0
 Male,53,15,38,1
 Male,37,11,50,1
 Female,32,6,40,0
 Female,23,9,35,0
 Male,28,13,40,0
 Male,55,4,41,0
 Female,58,14,24,1
 Male,74,10,25,1
 Male,27,9,40,0
 Female,37,9,40,0
 Female,22,10,4,0
 Male,44,6,70,0
 Male,23,12,40,0
 Male,41,13,40,0
 Male,45,10,55,1
 Male,29,9,40,0
 Male,33,13,45,1
 Male,61,14,60,1
 Female,29,12,45,1
 Male,22,10,38,0
 Male,28,5,40,0
 Female,30,13,40,0
 Male,20,10,20,0
 Male,28,6,30,0
 Male,45,9,50,1
 Female,19,10,24,0
 Female,42,12,40,0
 Male,34,9,40,0
 Male,31,13,60,1
 Female,23,13,40,0
 Male,50,9,50,0
 Male,40,6,40,1
 Female,57,9,45,0
 Female,35,10,27,0
 Male,24,13,45,0
 Female,27,10,15,0
 Female,27,10,40,1
 Male,45,9,40,0
 Male,80,16,30,0
 Male,23,10,50,0
 Male,46,10,40,1
 Male,38,13,40,1
 Male,50,9,60,0
 Male,90,13,20,0
 Male,55,10,50,0
 Female,72,9,50,0
 Female,65,10,40,0
 Male,37,6,40,0
 Female,39,9,40,0
 Male,38,11,40,0
 Male,46,10,50,1
 Male,50,9,65,1
 Male,54,12,40,1
 Male,40,14,50,1
 Male,30,4,40,0
 Male,50,9,35,0
 Male,28,10,30,0
 Male,34,11,53,0
 Male,55,9,40,0
 Male,20,9,40,0
 Female,19,10,32,0
 Male,21,10,35,0
 Female,39,10,20,0
 Male,43,9,40,1
 Male,33,9,40,0
 Female,26,10,40,0
 Male,45,16,40,1
 Female,31,10,65,0
 Male,32,3,60,0
 Male,60,9,50,0
 Male,41,9,40,1
 Male,21,10,20,0
 Female,27,10,36,0
 Male,33,3,40,0
 Male,43,9,40,0
 Male,27,7,40,1
 Male,18,6,40,0
 Male,48,10,40,1
 Male,37,4,50,0
 Male,58,9,40,0
 Male,57,8,40,1
 Female,42,13,40,1
 Male,24,9,40,0
 Male,26,13,15,0
 Male,43,9,50,0
 Male,34,7,40,0
 Female,38,13,40,0
 Male,51,7,45,1
 Female,31,9,45,0
 Female,49,16,35,1
 Female,26,13,40,0
 Female,28,9,20,0
 Male,22,10,37,0
 Male,26,9,40,0
 Male,45,5,40,1
 Female,39,10,40,0
 Male,23,9,40,0
 Male,62,9,8,0
 Male,42,13,60,1
 Male,39,9,40,0
 Male,43,11,40,0
 Male,33,10,70,0
 Male,68,13,20,0
 Male,30,14,46,1
 Male,32,13,40,0
 Male,25,10,40,0
 Female,53,3,24,0
 Male,38,11,55,1
 Male,62,9,40,0
 Male,20,9,40,0
 Male,26,9,40,0
 Male,23,9,40,0
 Female,43,9,40,0
 Male,29,10,36,0
 Female,34,6,36,0
 Male,24,10,35,0
 Male,44,14,35,1
 Male,19,10,40,0
 Male,47,13,40,1
 Female,40,10,48,0
 Female,45,9,45,0
 Female,43,9,45,0
 Male,22,5,30,0
 Male,50,16,50,1
 Male,72,10,3,0
 Male,29,13,40,0
 Male,47,13,50,0
 Male,24,9,35,0
 Male,22,10,15,0
 Female,21,9,40,0
 Male,30,9,50,1
 Female,37,10,40,0
 Male,74,15,40,0
 Male,70,10,70,0
 Male,27,11,40,0
 Female,32,13,46,0
 Male,30,7,50,0
 Male,29,11,56,0
 Male,18,7,40,0
 Male,31,9,40,1
 Male,39,10,70,0
 Female,21,10,30,0
 Male,31,9,38,0
 Male,33,10,40,0
 Male,39,15,70,1
 Male,29,9,40,0
 Male,34,10,40,0
 Female,52,13,55,0
 Male,35,9,25,0
 Male,33,6,40,0
 Female,40,5,5,0
 Male,43,13,50,1
 Male,66,2,30,0
 Male,51,13,40,1
 Female,36,9,30,0
 Female,17,7,40,0
 Male,32,9,40,0
 Female,39,9,40,0
 Male,19,10,60,0
 Male,54,7,40,1
 Male,45,13,50,1
 Female,47,13,40,0
 Male,49,9,98,0
 Female,32,9,40,0
 Male,28,9,50,0
 Male,39,13,40,0
 Male,27,9,50,0
 Female,42,14,38,1
 Male,24,13,44,0
 Male,45,13,45,1
 Male,19,9,30,0
 Male,46,6,40,1
 Male,50,9,40,0
 Female,32,9,42,0
 Male,47,15,50,1
 Male,69,13,10,1
 Male,43,9,50,0
 Male,29,13,40,0
 Male,43,15,55,1
 Female,90,13,10,0
 Female,41,15,50,1
 Male,24,1,36,0
 Male,24,10,50,0
 Female,24,10,53,0
 Female,35,9,42,1
 Male,30,13,40,0
 Female,46,13,40,0
 Female,19,10,30,0
 Male,39,5,35,0
 Male,43,9,40,0
 Female,35,9,40,0
 Female,65,9,24,0
 Male,34,9,40,0
 Male,41,11,40,0
 Male,24,10,60,0
 Male,24,9,35,0
 Female,34,14,45,1
 Male,33,9,40,1
 Male,37,9,38,0
 Male,39,9,60,1
 Female,58,9,25,0
 Male,36,9,35,0
 Female,33,10,40,0
 Male,42,14,55,0
 Male,31,10,40,0
 Male,57,9,40,0
 Male,67,9,40,1
 Male,23,9,40,0
